PassID;Happiness;Waiting;Switches;InitPickup;TripTime;Denied;
7708;4,0001459572791775;15;1;2;16;0;
7877;28,500010407846656;19;0;19;10;0;
6995;17,500027144462518;25;1;11;22;0;
9658;6,0000095959738315;4;0;4;7;0;
9251;10,50000899147377;7;0;7;9;0;
1132;19,500009844518353;13;0;13;1;0;
4587;14,500020936206425;19;1;9;26;0;
6042;19,500009595973832;13;0;13;7;0;
568;12,000010407846656;8;0;8;10;0;
6161;22,500010409486293;15;0;15;9;0;
8500;16,000022209105694;20;1;10;18;0;
4930;25,500010409486293;17;0;17;9;0;
6048;25,000017273748874;22;1;16;14;0;
7401;10,000099709026069;19;1;6;15;0;
1611;25,328473158084904;42;2;15;36;0;
7872;21,000009595973832;14;0;14;7;0;
8643;6,000010409486293;4;0;4;9;0;
3121;20,500017273748874;19;1;13;14;0;
7575;22,500011738936518;15;0;15;8;0;
7742;3,000012342190323;2;0;2;1;0;
7996;4,000046530878832;7;1;2;7;0;
4961;22,500009415258344;15;0;15;8;0;
8779;9,000009844518353;6;0;6;1;0;
4974;12,000011738936518;8;0;8;8;0;
9235;21,00000899147377;14;0;14;9;0;
6936;25,50000653776674;17;0;17;1;0;
3858;20,828457813638664;27;2;12;24;0;
39;7,500012342190323;5;0;5;1;0;
3004;1,2439511296362774E-5;0;0;0;2;0;
7107;16,500011738936518;11;0;11;8;0;
7977;10,500012439511297;7;0;7;2;0;
1841;8,50012771261928;16;1;5;14;0;
9481;8,50002415716126;19;1;5;30;0;
8030;25,500010409486293;17;0;17;9;0;
6258;18,000011738936518;12;0;12;8;0;
6389;13,500009595973832;9;0;9;7;0;
436;1,000020936206425;10;1;0;26;0;
2527;29,500145957279177;32;1;19;16;0;
3821;39,000012342190324;26;0;26;1;1;
2472;25,50000653776674;17;0;17;1;0;
7342;1,1738936518337542E-5;0;0;0;8;0;
8039;10,500011738936518;7;0;7;8;0;
1004;31,000017273748874;26;1;20;14;1;
6559;25,50000899147377;17;0;17;9;0;
6586;12,000006537766739;8;0;8;1;0;
253;10,328462928454076;24;2;5;28;0;
