PassID;Happiness;Waiting;Switches;InitPickup;TripTime;Denied;
2499;31,500012342190324;21;0;21;1;1;
4611;9,000014806070464;6;0;6;12;0;
3830;40,50000899147377;27;0;27;9;0;
5241;12,000014494296755;8;0;8;18;0;
9151;30,00000653776674;20;0;20;1;0;
1580;7,500011738936518;5;0;5;8;0;
7934;7,500012987684333;5;0;5;13;0;
2829;6,000124395112963;4;0;4;20;0;
205;22,500015035924648;15;0;15;13;0;
7029;3,0000098445183516;2;0;2;1;0;
851;4,500027366989846;3;0;3;3;0;
4462;37,500012439511295;25;0;25;2;0;
6936;30,00000899147377;20;0;20;9;0;
6822;6,000024978831974;4;0;4;24;0;
9830;2,3450161613882146E-4;0;0;0;19;0;
6725;3,0000098445183516;2;0;2;1;0;
7068;36,00001173893652;24;0;24;8;0;
6661;4,500017821094259;3;0;3;13;0;
6675;18,000021184331274;12;0;12;18;0;
765;21,000009595973832;14;0;14;7;0;
1642;7,500010407846656;5;0;5;10;0;
8998;6,000012987684333;4;0;4;13;0;
3161;24,000014806070464;16;0;16;12;0;
7396;22,500009595973832;15;0;15;7;0;
5678;15,000011738936518;10;0;10;8;0;
6921;15,000055759948463;10;0;10;38;0;
2875;7,500024676784107;5;0;5;20;0;
5395;21,00001467367065;14;0;14;10;0;
9731;24,000011738936518;16;0;16;8;0;
2629;24,000024879022593;16;0;16;4;0;
7748;12,000035854897233;8;0;8;31;1;
2188;3,0000095959738315;2;0;2;7;0;
5364;3,0000065377667386;2;0;2;1;0;
484;25,500009415258344;17;0;17;8;0;
2151;15,000006537766739;10;0;10;1;0;
5407;1,5000370265709693;1;0;1;3;0;
2439;34,50002736698985;23;0;23;3;0;
2560;21,000009595973832;14;0;14;7;0;
2597;13,500012883819338;9;0;9;16;0;
7607;6,000030599589618;4;0;4;26;0;
8137;36,00001173893652;24;0;24;8;0;
6610;1,2342190323095865E-5;0;0;0;1;0;
2452;3,0000123383920534;2;0;2;10;0;
81;27,000012439511295;18;0;18;2;0;
8399;9,000006537766739;6;0;6;1;0;
1215;6,537766738662418E-6;0;0;0;1;0;
4610;10,500014806070464;7;0;7;12;0;
6445;13,500009844518353;9;0;9;1;0;
2332;19,500011508334676;13;0;13;9;0;
9827;30,000011508334676;20;0;20;9;0;
